objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Tiny Epic Dungeons: Stories","334888","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103260","6.13659","7.80738","2.8333","0","9943","thing","Tiny Epic Dungeons: Stories","1","4","180","180","90","2021","1,2,3,4","1,2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies","163967","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103124","7.0972","7.31993","2.1534","389","41666","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies: Beyond the Black","200544","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103263","6.58871","7.71724","2.7143","0","12309","thing","Tiny Epic Galaxies: Beyond the Black","1","5","45","45","30","2017","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Vikings","360896","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103301","6.08966","7.26682","2.7632","2694","5811","thing","Tiny Epic Vikings","1","4","60","60","45","2023","1,2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Vikings: Ragnarok","363332","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317168","5.65259","7.50469","2.5","0","3922","thing","Tiny Epic Vikings: Ragnarok","1","4","60","60","45","2023","1,3,4","3","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Western","180852","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103318","6.19881","6.62374","2.8678","2233","12891","thing","Tiny Epic Western","1","4","45","45","30","2016","1,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Zombies","244536","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317266","6.46812","6.94147","2.4962","1387","18624","thing","Tiny Epic Zombies","1","5","45","45","30","2018","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tokaido","123540","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49034948","6.74052","6.91138","1.7429","837","44477","thing","Tokaido","1","5","45","45","45","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Trains","121408","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","22610240","6.7607","7.11524","2.3798","812","10850","thing","Trains","2","4","45","45","45","2012","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Trans Europa","16267","7","0","1","1","1","0","0","0","0","0","0","1","","You can play this with anyone. ANYONE.","","","","2955738","6.18038","6.65089","1.4056","2295","4003","thing","Trans Europa","2","6","20","20","20","2005","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"TransAmerica","2842","8","0","0","1","0","0","0","0","0","0","0","3","","Filler/gateway.","","","","8614581","6.41246","6.69388","1.3467","1532","8688","thing","TransAmerica","2","6","30","30","30","2001","3,4,5,6","4,5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Treehouse","21955","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181474","5.56853","5.81853","1.3125","11397","1951","thing","Treehouse","2","4","20","20","20","2006","2,3,4","3,4","5+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Twilight Imperium: Fourth Edition","233078","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","59655744","8.21895","8.56478","4.3501","7","33600","thing","Twilight Imperium: Fourth Edition","3","6","480","480","240","2017","3,4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Twilight Imperium: Third Edition – Shards of the Throne","95802","7","0","0","1","0","0","0","0","0","0","0","3","","It's big. It's ridiculous. It takes all day. It's a fun way to spend your New Year's Day.","","","","13578677","7.03488","8.60259","4.3268","0","5852","thing","Twilight Imperium: Third Edition – Shards of the Throne","3","8","240","240","180","2011","4,5,6,7,8","6","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Twilight Imperium: Third Edition – Shattered Empire","22821","8","0","0","1","0","0","0","0","0","0","0","3","","ZOMG SO BIG","","","","12354622","7.46885","8.54014","4.2035","0","9037","thing","Twilight Imperium: Third Edition – Shattered Empire","3","8","240","240","240","2006","4,5,6,7,8","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Twilight Struggle","12333","7","0","0","1","0","0","0","0","0","0","0","1","","This game reveals itself with successive plays. Keep going.","","","","8614513","8.04128","8.22946","3.6146","14","73374","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unsettled","290484","8","0","0","1","0","0","0","0","0","0","0","3","","Rules a bit messy but had a very fun thematic first experience.","","","","87422533","7.02476","8.06377","3.2868","470","10459","thing","Unsettled","2","4","90","90","60","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unsettled: Blackout","358003","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058931","5.58767","8.42208","3","0","3054","thing","Unsettled: Blackout","2","4","90","90","60","2023","2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Gniir","358004","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058963","5.61315","8.43696","3","0","3043","thing","Unsettled: Gniir","2","4","90","90","60","2023","2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Kaelyfos","341037","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058944","5.63386","8.08222","3","0","4043","thing","Unsettled: Kaelyfos","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Koguya","358002","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058951","5.62282","8.44872","3","0","3026","thing","Unsettled: Koguya","2","4","90","90","60","2023","2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Luna's Synthesizer","405580","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058971","5.58475","7.8383","0","0","2367","thing","Unsettled: Luna's Synthesizer","2","4","90","90","60","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Scientific Fascinations","358009","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058957","5.6151","8.34512","3","0","2859","thing","Unsettled: Scientific Fascinations","2","4","90","90","60","2023","2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Scientific Specializations","358008","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058938","5.61319","8.30885","3","0","2903","thing","Unsettled: Scientific Specializations","2","4","90","90","60","2023","2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Strannos","341036","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058926","5.6432","8.43347","3","0","4146","thing","Unsettled: Strannos","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Survival Task Pack 1","358007","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058967","5.56079","8.09153","0","0","2647","thing","Unsettled: Survival Task Pack 1","2","4","90","90","60","2023","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Survival Task Pack 2","409629","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","121048576","5.53802","7.985","0","0","1640","thing","Unsettled: Survival Task Pack 2","2","4","90","90","60","2023","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Yendraal","341024","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058935","5.66628","8.27898","3","0","4266","thing","Unsettled: Yendraal","2","4","90","90","60","2021","2,3,4","2","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Unsettled: Zehronn","341022","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114058918","5.66482","8.20195","3","0","4348","thing","Unsettled: Zehronn","2","4","90","90","60","2021","2,3,4","2","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Vantage","420033","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","144185116","7.33633","8.24214","2.3443","215","12811","thing","Vantage","1","6","180","180","120","2025","1,2,3","1,2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Verräter","72","6","0","2","1","0","0","0","0","0","0","0","1","","Has potential, but I still haven't ever had a game that lived up to it.","","","","2955727","6.04411","6.68033","2.5668","2932","4491","thing","Verräter","3","4","60","60","60","1998","3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vexation","29432","9","0","0","1","0","0","0","0","0","0","0","3","","Note to self: This is that colored rails Transamerica addon.","","","","8618450","5.89033","7.08187","1.6421","0","1451","thing","Vexation","2","6","30","30","30","2007","2,3,4,5,6","4,5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"The Walking Dead: The Board Game","99120","4","0","0","1","1","0","0","0","0","0","0","3","","","","","","14353714","5.54017","5.73542","2.0395","14584","2770","thing","The Walking Dead: The Board Game","1","6","60","60","30","2011","3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"War of the Ring","9609","7","0","0","1","0","0","0","0","0","0","0","1","","","","","","8614519","7.33222","7.7818","3.8487","218","14268","thing","War of the Ring","2","4","120","120","120","2004","2,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"War of the Ring: Battles of the Third Age","18034","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181522","6.45799","8.07872","3.6847","0","4282","thing","War of the Ring: Battles of the Third Age","2","4","180","180","180","2006","2,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"War of the Ring: Second Edition","115746","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","21104596","8.19766","8.55221","4.2231","8","41289","thing","War of the Ring: Second Edition","2","4","240","240","150","2011","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Wasteland Express Delivery Service","195560","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500497","6.56422","7.29337","2.97","1172","7954","thing","Wasteland Express Delivery Service","2","5","120","120","90","2017","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"The Werewolves of Miller's Hollow","25821","8","0","0","1","0","0","0","0","0","0","0","3","","We play this any time there are more than a dozen interested people at our place. This happens more often that you'd expect.","","","","8614619","6.41975","6.67708","1.3114","1520","24279","thing","The Werewolves of Miller's Hollow","8","18","30","30","30","2001","8,9,10,11,12,13,14,15,16,17,18","10,11,12,13,14,15","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Werewolves of Miller's Hollow: New Moon","21713","7","0","0","1","0","0","0","0","0","0","0","3","","Some of the extra roles they added aren't that interesting/fun, and the special actions deck is weak.","","","","8614622","5.86479","6.63588","1.5152","0","4684","thing","The Werewolves of Miller's Hollow: New Moon","8","18","30","30","30","2005","6,7,8,9,10,11,12,13,14,15,16,17,18","13,14,15,16,17,18","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Wings of War: Burning Drachens","15953","6","0","0","1","1","0","0","0","0","0","0","3","","","","","","19181518","6.06319","7.1288","1.954","2829","2820","thing","Wings of War: Burning Drachens","2","2","20","20","20","2005","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wings of War: Famous Aces","9203","7","0","0","1","1","0","0","0","0","0","0","3","","Meh. Fun, but I guess I don't have the right table for it.","","","","8614599","6.36921","6.86276","1.7347","1658","5920","thing","Wings of War: Famous Aces","2","4","20","20","20","2004","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wingspan","266192","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500472","7.84814","8.00104","2.48","38","179266","thing","Wingspan","1","5","70","70","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Witness","164265","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036003","6.44645","7.22271","1.507","1448","4171","thing","Witness","4","4","15","15","15","2014","4","4","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"XCOM: The Board Game","163602","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","31661032","6.63225","6.97707","2.9121","1032","14919","thing","XCOM: The Board Game","1","4","120","120","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"XCOM: The Board Game – Evolution","205938","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578035","5.90572","7.75017","2.6667","0","2897","thing","XCOM: The Board Game – Evolution","1","4","90","90","90","2016","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Xia: Legends of a Drift System","82222","6","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578061","7.36874","7.85769","3.1995","195","17004","thing","Xia: Legends of a Drift System","3","5","180","180","60","2014","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Zombie Kidz Evolution","256952","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114102603","6.93949","7.567","1.3797","572","13281","thing","Zombie Kidz Evolution","2","4","15","15","15","2018","2,3,4","3,4","5+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
